Hole Depth,Weight on Bit,Rate Of Penetration
11957,28.4,229.67
11958,29,222.99
11959,28.9,213.85
11960,29.2,206.78
11961,29.8,202.22
11962,29.4,200.86
11963,29.3,202.22
11964,29.2,205.39
11965,28.9,207.36
11966,29.2,211.02
11967,29,211.03
11968,28.8,209.67
11969,28.9,216.15
11970,29,216.06
11971,28.9,209.95
11972,29.3,211.13
11973,29.1,209.5
11974,29.2,208.98
11975,29.1,205.74
11976,29.3,205.14
11977,29.1,204.97
11978,9.8,35.46
11979,17.4,177.98
11980,26.4,239.04
11981,27.9,238.96
11982,28.1,238.62
11983,29.7,228.79
11984,27.7,192.16
11985,27.2,217.53
11986,26.7,227.17
11987,27,223.85
11988,27.3,209.92
11989,27.1,209.75
11990,27,210.59
11991,26.8,213.51
11992,27.1,214.02
11993,27.3,206.42
11994,27.4,203.35
11995,27.3,203.6
11996,26.7,195.24
11997,27.3,209.58
11998,27.2,208.93
11999,27.2,204.03
12000,27.5,204.46
12001,27.5,204.18
12002,27.6,200.4
12003,27.8,200.14
12004,27.5,198.78
12005,27.5,195.63
12006,27.7,196.34
12007,27.3,196.09
12008,27.3,201.54
12009,27.5,204.72
12010,27.2,202.92
12011,27.5,201.29
12012,27.4,202.32
12013,26.9,206.76
12014,27.3,208.38
12015,29,204.04
12016,27.9,188.64
12017,26.9,211.19
12018,27.5,216.22
12019,27.3,199.23
12020,27.5,194.62
12021,27.7,194.2
12022,28.2,213.93
12023,28.6,214.1
12024,28.7,208.04
12025,28.4,207.1
12026,28.4,208.36
12027,28.6,207.68
12028,29,207.01
12029,28.1,206.92
12030,28.1,210.82
12031,28,210.32
12032,28.1,210.06
12033,28.1,208.36
12034,28.3,207.86
12035,28.2,206.23
12036,28.2,206.13
12037,28.4,204.45
12038,28.4,203.36
12039,28.1,202.37
12040,27.8,212.23
12041,27.8,211.98
12042,28.2,212.58
12043,28.1,211.63
12044,28.1,209.25
12045,29.2,207.59
12046,30,203.14
12047,29.3,180.71
12048,27.8,222.64
12049,28,225.02
12050,27.8,211.69
12051,27.8,209.23
12052,27.7,210.68
12053,28,211.03
12054,28,206.93
12055,28,206.07
12056,28.5,201.9
12057,28.2,201.55
12058,28.5,203.94
12059,28.7,200.87
12060,27.9,203.95
12061,28.4,208.23
12062,28.1,205.74
12063,28.3,200.6
12064,28.3,198.74
12065,28.2,198.92
12066,28.2,199.69
12067,28.2,200.53
12068,28.4,200.36
12069,28.9,197.52
12070,28.6,190.89
12071,4.1,30.59
12072,12.9,167.2
12073,19,248.52
12074,22.6,248.97
12075,24.7,249.17
12076,26,249.17
12077,28.4,249.23
12078,28.5,247.23
12079,28.4,233.07
12080,27,242.74
12081,27.4,248.71
12082,27.3,246.57
12083,27.7,242.14
12084,28.3,235.11
12085,27.6,234.01
12086,28,228.71
12087,28.5,226.56
12088,28.7,221.59
12089,27.1,186.86
12090,25.9,178.92
12091,26.4,215.39
12092,26.2,216.84
12093,25.3,194.87
12094,25.2,194.87
12095,25.3,193.94
12096,25.3,196.64
12097,25.3,197.29
12098,24.9,202.11
12099,25.4,203.61
12100,26.6,219.48
12101,26.6,219.65
12102,26.5,215.22
12103,26.3,215.22
12104,26.3,219.92
12105,26.4,220.6
12106,26.6,218.12
12107,26.5,214.11
12108,26.2,216.33
12109,28.6,218.38
12110,28.4,195.05
12111,27.6,198.89
12112,26.2,230.15
12113,26.4,230.15
12114,26.3,220.76
12115,27,226.49
12116,27.8,237.42
12117,28,236.4
12118,27.8,225.64
12119,28,223.25
12120,28,220
12121,28,218.72
12122,28,218.12
12123,27.8,217.17
12124,28,217.87
12125,28.3,216.93
12126,28.3,213.94
12127,28.1,209.24
12128,28.1,210.61
12129,27.9,213.5
12130,28,213.5
12131,27.9,215.74
12132,27.9,216.5
12133,27.9,214.79
12134,27.9,217.01
12135,27.7,221.88
12136,27.7,222.73
12137,28.1,221.79
12138,28,216.82
12139,27.8,216.13
12140,28,218.06
12141,29.6,217.64
12142,28.6,192.25
12143,28.1,211.18
12144,27.6,229.2
12145,28,224.76
12146,28,207.6
12147,28.2,202.74
12148,28.8,207.53
12149,28.7,206.84
12150,28.6,193.75
12151,28.1,200.77
12152,27.5,214.47
12153,27.3,220.87
12154,27.4,220.86
12155,27.3,216.42
12156,27.4,218.3
12157,27.6,216.59
12158,28.2,212.91
12159,28.1,205.4
12160,28.1,202.92
12161,28.6,196.63
12162,28.2,198.92
12163,27.8,206.44
12164,28,206.18
12165,28,203.13
12166,12.1,64.21
12167,18.8,226.9
12168,22.7,248.9
12169,25.1,249.31
12170,26.9,249.48
12171,28.2,249.3
12172,28.5,248.72
12173,30.4,248.64
12174,30.3,243.58
12175,29.4,243.93
12176,28.3,249.62
12177,28.6,249.87
12178,29.5,249.7
12179,29.5,249.45
12180,29.5,246.47
12181,29.9,243.74
12182,29.8,241.26
12183,30.2,234.34
12184,30.2,232.3
12185,30.3,231.27
12186,30.1,232.21
12187,30,222.37
12188,30.2,228.07
12189,29.8,230.81
12190,30.5,232.29
12191,30,228.82
12192,29.7,235.67
12193,29.6,236.26
12194,30,236.34
12195,29.9,232.8
12196,30,230.16
12197,29.7,232.89
12198,29.7,233.57
12199,29.4,237.42
12200,29.3,242.72
12201,29.7,242.8
12202,29.7,239.55
12203,29.6,238.18
12204,31.1,240.42
12205,31.5,237.85
12206,30.3,210.03
12207,28.9,234.73
12208,29.9,242.21
12209,30.1,234.52
12210,31,224.62
12211,30.3,204.46
12212,28.9,194.72
12213,28.1,194.11
12214,28.3,212.13
12215,27.7,215.22
12216,28,217.95
12217,27.7,217.43
12218,28.2,216.07
12219,28.9,215.38
12220,29.3,236.99
12221,29.9,237.68
12222,30.3,228.13
12223,30.1,221.54
12224,29.8,222.14
12225,30.2,222.82
12226,30,222.99
12227,29.6,224.79
12228,29.9,223.5
12229,29.9,223.92
12230,29.4,229.81
12231,30.3,232.29
12232,30,228.62
12233,29.5,228.11
12234,29.3,232.1
12235,30.1,233.49
12236,30.6,229.81
12237,31.3,227.43
12238,30.3,211.13
12239,28.2,235.15
12240,29,247.51
12241,29.8,244.18
12242,30.4,229.05
12243,29.8,224.02
12244,30.1,224.61
12245,30.5,217.1
12246,30.2,215.22
12247,30.2,217.27
12248,29.7,220.6
12249,30.2,220.78
12250,29.8,219.21
12251,29.7,222.32
12252,29.7,224.61
12253,29.9,225.46
12254,29.5,223.76
12255,29.5,226.84
12256,30.4,226.55
12257,29.9,223
12258,29.6,225.64
12259,29.6,226.24
12260,29.5,224.7
12261,30.3,224.44
12262,13.8,102.97
12263,18.8,247.25
12264,21.8,249.13
12265,23.7,249.47
12266,25.4,249.73
12267,25.7,249.29
12268,28.3,249.6
12269,28.4,240.67
12270,28.7,246.5
12271,26.6,248.71
12272,26.9,250.11
12273,27.5,249.79
12274,28,249.8
12275,28.4,250.01
12276,28.4,249.09
12277,28.6,243.44
12278,28.5,236.44
12279,28.5,235.22
12280,28.8,235.21
12281,28.4,233.93
12282,28.3,236.93
12283,28.4,236.66
12284,28.4,238.12
12285,28.4,238.3
12286,28.3,233.62
12287,28.3,234.17
12288,28.2,234.95
12289,29,234.78
12290,28.7,228.36
12291,28.4,228.37
12292,28.1,236.48
12293,28.1,237.07
12294,27.8,239.22
12295,27.8,240.84
12296,28.5,240.46
12297,28.7,240.04
12298,28,232.61
12299,28.4,231.86
12300,30.4,228.72
12301,28.9,205.92
12302,28.1,218.82
12303,27.2,220.69
12304,28.1,230.93
12305,28.4,230.92
12306,28.1,217.76
12307,28.3,218.31
12308,28.4,219.16
12309,28.2,218.38
12310,28.3,219.83
12311,28.4,220.61
12312,28.2,220.6
12313,28.3,221.53
12314,28,222.9
12315,27.9,227.5
12316,27.7,228.45
12317,28.4,228.54
12318,27.8,221.27
12319,27.7,227.28
12320,27.9,227.25
12321,27.8,222.12
12322,27.9,222.69
12323,27.9,225.13
12324,28,223.7
12325,27.9,224.96
12326,27.9,226.92
12327,27.9,224.61
12328,28.1,223.93
12329,27.9,222.55
12330,28.1,222.89
12331,29.3,221.52
12332,30.1,216.57
12333,29.2,194.97
12334,27.5,221.44
12335,27.7,224.09
12336,27.9,220.66
12337,27.9,218.81
12338,28.1,216.58
12339,28.1,216.14
12340,27.9,215.62
12341,27.8,220.44
12342,27.5,224.52
12343,27.6,224.51
12344,28.1,223.75
12345,27.8,216.07
12346,27.7,219.15
12347,27.7,222.39
12348,27.9,222.82
12349,28,220.27
12350,28,216.92
12351,28.1,215.13
12352,28.3,214.01
12353,28.3,212.58
12354,28.5,212.66
12355,28.6,208.23
12356,29.1,207.46
12357,15.2,110.57
12358,20,255.36
12359,23.4,259.27
12360,25.6,259.36
12361,26.7,259.45
12362,27.9,259.36
12363,30.6,259.1
12364,30.4,246.81
12365,28,237.93
12366,27.3,256.22
12367,28,256.9
12368,28.1,250.6
12369,28.4,243.66
12370,28.4,239.89
12371,28.7,237.51
12372,28.7,232.55
12373,28.3,234.81
12374,28.3,235.51
12375,28.3,235.01
12376,28.4,235.51
12377,28.4,237.35
12378,28.1,237
12379,28.2,238.2
12380,28.7,238.79
12381,28.8,233.14
12382,28.7,226.23
12383,28.7,227.6
12384,28.8,227.35
12385,28.7,224.79
12386,29,223.92
12387,29,220.86
12388,28.9,220.87
12389,28.6,226.05
12390,28.7,227.66
12391,28.7,228.81
12392,28.7,228.38
12393,28.6,228.86
12394,29,230.65
12395,30.6,228.86
12396,30.1,208.54
12397,29.1,221.65
12398,28.6,230.35
12399,28.6,229.75
12400,28.6,229.75
12401,28.6,228.03
12402,28.8,226.81
12403,28.8,225.91
12404,28.7,222.39
12405,28.4,225.84
12406,28.5,227.27
12407,28.6,226.65
12408,28.6,223.52
12409,28.5,223.92
12410,29.1,224.6
12411,29.1,221
12412,29.1,216.91
12413,29.2,213.75
12414,29.3,211.97
12415,29.6,210.95
12416,29.2,208.47
12417,29.2,209.44
12418,29.5,212.99
12419,29.5,212.65
12420,29.1,212.77
12421,29.2,214.06
12422,29,214.35
12423,29,216.03
12424,28.7,217.97
12425,29.3,219.16
12426,30.6,214
12427,30.7,206.15
12428,28.9,210.45
12429,28.6,226.29
12430,28.6,226.47
12431,29,218.73
12432,29.2,213.82
12433,29.3,207.21
12434,29.6,206.5
12435,29.8,204.19
12436,29,207.27
12437,29,210.01
12438,29,210.5
12439,29.3,209.72
12440,29.1,208.02
12441,29.1,206.91
12442,29.2,206.57
12443,29.2,207.69
12444,29.3,207.35
12445,29.3,204.74
12446,29.3,199.16
12447,29.3,201.47
12448,29.1,201.64
12449,29.1,201.89
12450,29.1,206.42
12451,10.7,42.08
12452,18.3,183.28
12453,22.9,268.94
12451,24.2,269.11
12452,24.5,269.03
12453,27.3,269.11
12454,28.7,268.6
12455,29.5,267.91
12456,30.3,261.17
12457,30.6,243.66
12458,28.9,222.75
12459,27.7,247.59
12460,28.1,252.29
12461,28.4,246.65
12462,28.8,239.3
12463,28.8,232.81
12464,28.9,228.36
12465,29.2,224.02
12466,29.1,223.93
12467,28.3,204.37
12468,28.8,225.55
12469,29.9,233.83
12470,29.7,233.4
12471,29.9,218.82
12472,29.8,219.26
12473,29.2,213.71
12474,28.9,214.19
12475,29.1,217.72
12476,29.2,215.24
12477,29.2,214.51
12478,29.5,212.76
12479,29,215.21
12480,28.9,218.02
12481,28.7,220
12482,28.4,219.23
12483,28.8,227.67
12484,28.9,227.33
12485,28.9,223.49
12486,28.6,225.54
12487,28.5,229.38
12488,30.5,228.86
12489,29.7,210.44
12490,29.6,217.28
12491,28.5,230.08
12492,28.5,229.84
12493,28.7,223.22
12494,28.9,221.02
12495,29,215.84
12496,29.5,209.17
12497,29.1,205.66
12498,29.1,211.8
12499,28.8,213.62
12500,28.8,213.6
12501,29,215.36
12502,29.1,214.85
12503,29,212.21
12504,29,212.46
12505,29.3,215.11
12506,28.9,214.45
12507,29,214.96
12508,29.1,215.47
12509,28.8,211.4
12510,28.9,211.4
12511,28.9,212.31
12512,28.7,213.61
12513,28.9,213.6
12514,28.8,213.94
12515,29.1,212.73
12516,29.3,209.99
12517,28.9,212.71
12518,29.1,213.15
12519,29,210.93
12520,30.8,206.41
12521,29.8,198.04
12522,29.8,200.52
12523,29,215.21
12524,29.2,210.85
12525,29.3,203.6
12526,29.3,200.96
12527,29.5,198.57
12528,29.6,201.22
12529,29.2,202.29
12530,29,210.29
12531,29,211.39
12532,29.2,210.19
12533,29,205.57
12534,29.2,206.6
12535,29,206.17
12536,29.2,207.88
12537,29.4,206.42
12538,29.4,205.65
12539,29.2,204.02
12540,29.1,202.76
12541,29.2,205.06
12542,29.7,204.8
12543,29.3,201.04
12544,29.7,206.51
12545,13.9,88.3
12546,19.5,241.98
12547,23.4,248.73
12548,25.7,249.07
12549,26.9,249.23
12550,28.1,249.64
12551,29,249.45
12552,30.7,249.45
12553,30.7,237.93
12554,29.5,235.47
12555,29.2,248.36
12556,29.3,248.36
12557,30,244.35
12558,30.5,238.96
12559,29.8,238.27
12560,29.3,222.21
12561,29.6,231.46
12562,28.7,229.11
12563,28.7,222.23
12564,29.8,244.91
12565,29.7,245.25
12566,29.8,231.07
12567,29,213.49
12568,28.7,218.28
12569,27.9,206.83
12570,27.9,218.28
12571,28.3,217.68
12572,28.8,214.77
12573,29.1,215.44
12574,28.9,202.96
12575,28.6,204.37
12576,28.3,205.23
12577,27.2,197.45
12578,27.3,208.73
12579,27.5,208.73
12580,27.3,206.07
12581,27.3,208.47
12582,26.9,208.13
12583,29.1,208.19
12584,29.4,206.67
12585,28.5,206.58
12586,27,208.82
12587,27.1,210.01
12588,27,210.1
12589,26.8,210.1
12590,27.8,209.58
12591,28.1,202.91
12592,28,198.22
12593,27.5,198.74
12594,27.2,202.54
12595,27.5,202.59
12596,27.4,199.42
12597,27.5,199
12598,27.3,199.07
12599,27.7,200.36
12600,27.6,195.83
12601,27.7,197.02
12602,27.5,200.27
12603,28.4,213.5
12604,28.5,221.19
12605,28.8,218.12
12606,28.5,213.76
12607,28.8,216.84
12608,29.2,216.5
12609,28.5,218.96
12610,28.6,218.98
12611,28.6,217.6
12612,28.4,217.43
12613,27.6,209.24
12614,28.4,218.46
12615,30.2,220.85
12616,29.7,198.55
12617,30,199.76
12618,28.1,206.34
12619,28.8,215.99
12620,29,214.96
12621,29.4,204.62
12622,28.8,197.28
12623,29.2,200.1
12624,29,200.87
12625,28.9,205.23
12626,28.8,210.15
12627,28.9,210.15
12628,28.9,204.17
12629,28.5,210.9
12630,29,211.15
12631,29.1,204.23
12632,29.1,204.04
12633,29.3,207.28
12634,29.5,206.16
12635,29.2,196.59
12636,29.3,198.26
12637,29.3,198.7
12638,30.1,215.62
12639,30.7,215.7
12640,30.8,208.11
12641,15.4,127.28
12642,20.3,248.52
12643,23.7,249.47
12644,25.7,249.55
12645,27.1,249.38
12646,28.1,248.09
12647,30.6,247.84
12648,28.2,204.2
12649,28,228.28
12650,27.4,238.11
12651,27.4,233.75
12652,27.6,224.26
12653,28.1,224.37
12654,28,222.53
12655,27.7,213.72
12656,27.7,216.2
12657,27.4,212.96
12658,28.2,218.61
12659,28.2,219.13
12660,27.8,208.2
12661,28.4,216.14
12662,28.6,217.09
12663,27.8,205.97
12664,27.8,193.8
12665,27.7,197.23
12666,28.1,199.25
12667,28.4,199.09
12668,29.3,198.83
12669,28.9,196.56
12670,28.2,198.91
12671,28,198.91
12672,27.2,195.38
12673,27.1,199.76
12674,26.9,200.11
12675,27,200.28
12676,26.5,200.07
12677,26.5,200.07
12678,27.2,200.25
12679,29.6,199.15
12680,27.6,199.58
12681,26.6,200
12682,26.7,200.27
12683,27.5,200.08
12684,28,200.1
12685,28.3,199.5
12686,28.8,198.9
12687,28.5,193.86
12688,28.2,199.07
12689,28.6,198.47
12690,28.4,198.91
12691,28.8,199.42
12692,29,194.73
12693,28.8,193.27
12694,28.8,186.69
12695,27.4,175.25
12696,27.3,176.27
12697,27.4,179.79
12698,27.4,178.02
12699,27.2,179.02
12700,27,180.22
12701,27,183.8
12702,26.5,190.03
12703,26.8,190.2
12704,26.9,190.96
12705,26.8,188.91
12706,26.6,191.73
12707,26.6,190.7
12708,26.9,191.04
12709,26.9,189.93
12710,28.6,186.34
12711,27.6,167.73
12712,27.8,179.09
12713,26.4,197.79
12714,26.9,197.62
12715,27.3,188.98
12716,27.5,179.5
12717,27.7,179.5
12718,27.7,178.64
12719,27.6,175.6
12720,26.9,187.31
12721,27.1,188
12722,27.5,185.95
12723,27.5,176.5
12724,27.4,176.88
12725,27.3,178.16
12726,27.3,179.44
12727,27.1,179.19
12728,27.3,180.96
12729,27.5,181.56
12730,27.6,176.09
12731,27.7,174.99
12732,28.1,174.73
12733,27.6,171.15
12734,28.1,170.2
12735,16.5,129.11
12736,21.2,215.9
12737,27.8,29.49
12738,29.3,167.58
12739,31,248.94
12740,33.9,249.12
12741,34.3,243.83
12742,33.5,241.52
12743,31.9,249.3
12744,32.4,249.73
12745,33.2,249.9
12746,33.6,249.39
12747,33.8,246.48
12748,34.2,241.28
12749,33.9,239.64
12750,33.7,237.01
12751,33.8,236.76
12752,33.7,242.13
12754,25.5,107.12
12755,27.3,245.46
12756,28.1,245.63
12757,28.4,234.52
12758,27.8,214.88
12759,27.9,217.36
12760,28.5,219.66
12761,29.5,231.86
12762,29.2,231.09
12763,29,222.73
12764,28.8,225.95
12765,29.5,226.21
12766,29.1,212.38
12767,28.9,221.53
12768,28.6,224.44
12769,28.8,223.94
12770,29.2,231.02
12771,30,244.26
12772,31.4,244.09
12773,30.1,195.33
12774,28.6,218.46
12775,28,234.26
12776,28,234.34
12777,28.4,231.68
12778,28.2,226.05
12779,28.3,223.75
12780,28.6,223.28
12781,28.7,217.72
12782,28.9,212.65
12783,28.8,213.91
12784,29,209.78
12785,28.9,209.08
12786,28.8,213.24
12787,28.8,214.27
12788,28.8,212.48
12789,28.7,216.4
12790,28.8,217.01
12791,29.2,212.55
12792,29,203.43
12793,28.9,204.64
12794,28.9,204.56
12795,28.7,207.41
12796,28.8,209.54
12797,28.4,211
12798,28.8,212.05
12799,28.7,207.96
12800,28.9,207.04
12801,29.9,204.34
12802,29.3,192.69
12803,28.7,208.27
12804,29.8,209.85
12805,28.9,202.2
12806,28.2,224.63
12807,28.1,232.07
12808,28.6,229.12
12809,28.3,221.22
12810,28.4,218.02
12811,28.6,218.54
12812,28.6,214.52
12813,28.4,215.04
12814,28.2,219.4
12815,28.4,222.65
12816,28.5,221.49
12817,28.5,214.44
12819,28.6,210.21
12820,28.7,206.04
12821,28.7,205.29
12822,28.7,206.24
12823,28.8,209.45
12824,29.2,209.03
12825,29.1,199.35
12826,28.9,197.64
12827,29,200.26
12828,7.2,29.23
12829,15.3,165.52
12830,19.2,249.04
12831,22.3,249.13
12832,23.8,249.2
12833,24.4,249.53
12834,25,249.71
12835,27.5,249.46
12836,28.8,249.46
12837,28.3,249.56
12838,26.4,249.81
12839,26.2,248.3
12840,26.2,246.82
12841,26.6,249.29
12842,27.2,249.97
12843,28.4,249.37
12844,28.8,249.21
12845,29.1,244.94
12846,28.9,247.23
12847,28.8,249.36
12848,29.1,249.45
12849,29,248.22
12850,28.7,243.95
12851,29.5,249.15
12852,29.7,249.56
12853,31.2,248.96
12854,29.8,232.06
12855,29.4,232.64
12856,29.6,234.61
12857,29.5,230.25
12858,29.3,234.1
12859,29.2,239.37
12860,29,240.64
12861,29.2,243.67
12862,29.1,244
12863,28.2,249.38
12864,27.7,249.98
12865,27.6,250.07
12866,28.7,249.89
12867,30.5,249.81
12868,30.5,240.07
12869,29.6,227.43
12870,29.5,236.02
12871,29.1,236.6
12872,29.2,237.02
12873,29.2,237.61
12874,29.1,237.43
12875,29.2,236.56
12876,29.3,236.82
12877,28.9,239.64
12878,29.1,242.2
12879,29,242.12
12880,29.4,237.25
12881,29.1,235.12
12882,29.4,235.88
12883,29.2,235.69
12884,29.3,234.67
12885,29.1,234.67
12886,29.3,234.76
12887,29.5,232.97
12888,29.4,228.79
12889,15.4,39.05
12890,9.8,43.47
12891,9.3,43.76
12892,9.5,43.53
12893,10.6,43.79
12894,10.7,43.83
12895,13.3,76.19
12896,18.9,226.83
12897,22.6,249.8
12898,24.5,249.63
12899,28,249.63
12900,29.1,248.13
12901,28.5,249.17
12902,28.4,250.44
12903,28.9,250.11
12904,29.6,249.76
12905,29.3,240.23
12906,29.7,233.56
12907,29.7,232.05
12908,29.3,234.28
12909,29.1,238.46
12910,29.7,239.31
12911,29.7,234.24
12912,30.3,226.21
12913,30.4,225.37
12914,30.1,222.81
12915,30.2,219.48
12916,30.2,218.81
12917,30.2,213.66
12918,29.7,222.22
12919,29.8,229.67
12920,30,230.01
12921,29.8,224.62
12922,29.6,229.4
12923,30.2,229.82
12924,17.8,110.31
12925,22.2,248.7
12926,25,249.06
12927,26.8,249.13
12928,27.2,249.22
12929,28.2,249.72
12930,30.4,249.3
12931,30.6,237.68
12932,30.7,240.84
12933,30,242.99
12934,29.9,241.9
12935,30.1,229.11
12936,31,236.01
12937,30.9,235.93
12938,30.5,218.82
12939,30.7,210.61
12940,30.4,216.02
12941,29.5,220.16
12942,30,228.08
12943,30.2,226.79
12944,29.5,214.24
12945,30.2,233.21
12946,30.2,233.13
12947,29.9,220.15
12948,30.2,221.69
12949,30.3,221.34
12950,30.8,215.95
12951,30.6,211.09
12952,31.2,211.62
12953,30.7,208.02
12954,30.3,215.37
12955,29.3,214.69
12956,30,219.84
12957,30.4,225.05
12958,30.6,209.93
12959,30.5,220.94
12960,29.1,220.9
12961,28,216
12962,30.7,222.49
12963,30.1,218.73
12964,29.2,218.12
12965,28.3,211.55
12966,28.2,219.63
12967,28.3,219.4
12968,28.5,220.23
12969,29,220.4
12970,29.8,220.32
12971,30.4,219.55
12972,29.7,213.15
12973,29.4,206.07
12974,30.1,201.47
12975,30.1,193.44
12976,29.2,196.1
12977,29.4,197.47
12978,26.1,30.2
12979,26.6,155.55
12980,28,188.81
12981,27.6,188.81
12982,28.1,185.91
12983,28.1,176.52
12984,27.9,175.67
12985,27.7,180.03
12986,27.6,186.95
12987,27.7,186.96
12988,27.5,187.21
12989,27.3,191.15
12990,27.2,195.15
12991,27.1,198.02
12992,27,200.41
12993,28.7,202.55
12994,28.2,187.87
12995,27.5,193.26
12996,26.6,208.83
12997,26.8,208.87
12998,27,205.07
12999,27.1,200.01
13000,26.9,200.71
13001,27.2,200.71
13002,27.7,206.85
13003,28,214.26
13004,28.7,217.9
13005,28.6,217.04
13006,28.6,208.6
13007,28.7,207.67
13008,28.5,207.51
13009,28.4,208.7
13010,28.7,209.22
13011,28.8,206.36
13012,27.9,196.68
13013,27.9,182.09
13014,28.8,181.75
13015,28.4,174.41
13016,28,171.17
13017,28.4,172.96
13018,11.6,83.32
13019,15.9,149.19
13020,18.8,170.79
13021,21.1,196.83
13022,22.1,199.85
13023,23.5,218.2
13024,24.7,224.25
13025,27.2,223.91
13026,27.4,222.74
13027,26.7,224.95
13028,26.6,230.19
13029,27.7,243.68
13030,29,244.35
13031,28.9,242.58
13032,29,230.44
13033,29.6,226.98
13034,29.2,211.13
13035,28.8,208.69
13036,28.8,218.02
13037,28.8,218.7
13038,29.3,215.1
13039,29,204.18
13040,28.7,210.94
13041,28.8,213.41
13042,28.9,211.78
13043,28.9,208.45
13044,29.9,212.82
13045,29.3,208
13046,28.5,202.49
13047,28.4,209.58
13048,28.1,216.33
13049,27.8,217.61
13050,27.5,219.91
13051,27.8,223.5
13052,27.6,225.89
13053,28,226.3
13054,28,222.45
13055,27.6,224.21
13056,28.8,225.64
13057,28.8,222.18
13058,28.6,217.12
13059,27.7,224.45
13060,27.7,225.72
13061,28,224.61
13062,27.9,217.75
13063,28,217.16
13064,28.2,216.99
13065,28.2,213.83
13066,28,213.58
13067,27.6,219.65
13068,27.7,220.93
13069,28.2,219.73
13070,28,214.36
13071,28.2,215.39
13072,27.9,214.62
13073,27.9,214.45
13074,28.1,212.74
13075,28.9,217.69
13076,29.7,229.91
13077,30,226.58
13078,30.2,215.05
13079,29.6,207.94
13080,29.6,212.82
13081,29,223.32
13082,29.3,223.92
13083,28.6,223.16
13084,31.7,215.3
13085,32.3,169.1
13086,32.4,104.45
13087,16.8,42.29
13088,21,100.1
13089,21.8,100.61
13090,21.8,100.59
13091,18.5,101.2
13092,17.8,100.01
13093,17,69.17
13094,16.1,63.14
13095,16.3,62.81
13096,15.5,62.77
13097,15,62.57
13098,15.7,62.55
13099,17,62.62
13100,16.6,62.58
13101,16.5,62.41
13102,16.6,62.33
13103,18.1,62.39
13104,20.8,68.81
13105,23.4,154.07
13106,26.2,194.29
13107,27.4,200.19
13108,28.4,200.52
13109,28.8,198.9
13110,29.3,184.12
13111,28.8,180.12
13112,28,194.28
13113,17.7,97.18
13114,18.6,148.85
13115,15.6,48.62
13116,12.6,47.79
13117,11.1,38.32
13118,14,38.4
13119,13.6,38.44
13120,14.4,38.37
13121,14.2,38.46
13122,12.3,38.42
13123,14.7,38.28
13124,8.2,46.77
13125,13.6,150.54
13126,16.8,180.81
13127,20.4,206.95
13128,26,219.56
13129,27.4,234.18
13130,27.5,240.12
13131,27.7,240.76
13132,27.7,241.44
13133,28,241.32
13134,28.6,241.31
13135,29.8,233.72
13136,29.8,204.18
13137,28.9,198.31
13138,28.7,224.96
13139,28.8,228.5
13140,28.1,214.03
13141,28.4,217.53
13142,29,216.16
13143,29.4,205.92
13144,29.5,184.64
13145,28.9,199.93
13146,29.9,198.47
13147,31.6,181.22
13148,31.3,195.99
13149,29.5,195.99
13150,30.3,209.32
13151,29.9,214.02
13152,29.6,214.87
13153,27.7,215.98
13154,27.8,230.75
13155,29.6,235.46
13156,32.8,235.29
13157,32.8,222.13
13158,30.7,219.32
13159,30.4,222.17
13160,26.1,227.75
13161,28.6,235.49
13162,28.7,231.79
13163,26.9,207.87
13164,27.8,234.54
13165,31.9,234.62
13166,32.8,230.96
13167,31.7,194.2
13168,30.2,196.43
13169,28,174.05
13170,29.3,207.96
13171,28.8,207.27
13172,28.4,184.38
13173,28.5,223.59
13174,29.3,228.03
13175,31.8,218.72
13176,32.6,213.25
13177,31.4,199.43
13178,30.2,226.58
13179,29.9,227.26
13180,28.6,223.33
13181,30,228.63
13182,31.3,224.95
13183,29.7,218.98
13184,31.3,217.88
13185,23.3,61.92
13186,26.3,222.31
13187,28.7,236.05
13188,29,235.71
13189,29.6,217.51
13190,29.6,221.38
13191,28.7,220.43
13192,29.6,231.54
13193,30.2,232.9
13194,29.9,232.05
13195,29.8,232.9
13196,30.2,232.13
13197,30.4,231.62
13198,30.8,214.03
13199,31.1,205.14
13200,32.4,203.13
13201,30.6,193.89
13202,29.3,204.15
13203,31.3,222.18
13204,31.2,221.58
13205,29.7,194.85
13206,12,49.85
13207,16,148.42
13208,18.6,154.06
13209,18.7,173.96
13210,21.2,186.94
13211,20.9,197.21
13212,22.5,207.71
13213,24.6,213.17
13214,23.4,193.01
13215,22.5,199.08
13216,22.2,212.81
13217,22.5,211.36
13218,23.2,193.11
13219,22.9,183.96
13220,23,187.53
13221,23.3,187.62
13222,24.3,199.59
13223,25.2,201.66
13224,25.6,187.71
13225,24.3,177.47
13226,23.8,185.09
13227,23.7,186.43
13228,24.3,186.16
13229,25.2,196.41
13230,25.4,208.2
13231,25,207.01
13232,25.1,208.38
13233,25.3,207.18
13234,24.9,210.15
13235,26.1,211.69
13236,25.6,199.65
13237,24.8,203.42
13238,24.5,205.3
13239,24.6,209.74
13240,25.9,212.22
13241,26.5,207.18
13242,25,196.93
13243,24.7,200.31
13244,24.6,203.26
13245,25.8,203.17
13246,25.5,190.84
13247,25.6,202.81
13248,26.4,202.64
13249,24.8,196.08
13250,25.8,198.13
13251,27.5,192.75
13252,26,159.81
13253,24.1,191
13254,25.6,193.44
