Attribute,Value
Rate Of Penetration (ft/s),4.120833333
Rate Of Penetration (ft/s),3.288166667
Rate Of Penetration (ft/s),3.574
Rate Of Penetration (ft/s),4.141166667
Rate Of Penetration (ft/s),3.2965
Rate Of Penetration (ft/s),3.450333333
Rate Of Penetration (ft/s),3.3685
Rate Of Penetration (ft/s),3.601166667
Rate Of Penetration (ft/s),3.277333333
Rate Of Penetration (ft/s),3.596666667
Rate Of Penetration (ft/s),4.1525
Rate Of Penetration (ft/s),3.605
Rate Of Penetration (ft/s),3.579833333
Rate Of Penetration (ft/s),3.927666667
Rate Of Penetration (ft/s),4.154
Rate Of Penetration (ft/s),4.152166667
Rate Of Penetration (ft/s),3.679333333
Rate Of Penetration (ft/s),3.724833333
Rate Of Penetration (ft/s),4.163166667
Rate Of Penetration (ft/s),3.985333333
Rate Of Penetration (ft/s),3.660833333
Rate Of Penetration (ft/s),4.023833333
Rate Of Penetration (ft/s),3.909833333
Rate Of Penetration (ft/s),3.7435
Rate Of Penetration (ft/s),4.016666667
Rate Of Penetration (ft/s),4.170166667
Rate Of Penetration (ft/s),4.025833333
Rate Of Penetration (ft/s),3.835833333
Rate Of Penetration (ft/s),2.666666667
Rate Of Penetration (ft/s),4.027166667
Rate Of Penetration (ft/s),3.835833333
Rate Of Penetration (ft/s),3.757666667
Rate Of Penetration (ft/s),4.207166667
Rate Of Penetration (ft/s),3.774833333
Rate Of Penetration (ft/s),3.6535
Rate Of Penetration (ft/s),2.880833333
Rate Of Penetration (ft/s),3.392
Rate Of Penetration (ft/s),3.94
Rate Of Penetration (ft/s),3.760666667
Rate Of Penetration (ft/s),4.165666667
Rate Of Penetration (ft/s),4.217
Rate Of Penetration (ft/s),3.760333333
Rate Of Penetration (ft/s),4.224333333
Rate Of Penetration (ft/s),3.7975
Rate Of Penetration (ft/s),3.705333333
Rate Of Penetration (ft/s),3.855833333
Rate Of Penetration (ft/s),4.121833333
Rate Of Penetration (ft/s),4.213166667
Rate Of Penetration (ft/s),3.316666667
Rate Of Penetration (ft/s),3.957
Rate Of Penetration (ft/s),3.2335
Rate Of Penetration (ft/s),2.468166667
Rate Of Penetration (ft/s),2.5165
Rate Of Penetration (ft/s),3.796
Rate Of Penetration (ft/s),3.52
Rate Of Penetration (ft/s),3.5685
Rate Of Penetration (ft/s),2.520666667
Rate Of Penetration (ft/s),3.992833333
Rate Of Penetration (ft/s),2.5165
Rate Of Penetration (ft/s),3.6055
Rate Of Penetration (ft/s),2.400666667
Rate Of Penetration (ft/s),3.278
Rate Of Penetration (ft/s),1.68
Rate Of Penetration (ft/s),3.760666667
Rate Of Penetration (ft/s),1.6795
Rate Of Penetration (ft/s),1.683
Rate Of Penetration (ft/s),3.716666667
Rate Of Penetration (ft/s),3.635333333
Rate Of Penetration (ft/s),3.248166667
Rate Of Penetration (ft/s),3.775833333
Rate Of Penetration (ft/s),2.523833333
Rate Of Penetration (ft/s),3.731
Rate Of Penetration (ft/s),3.748
Rate Of Penetration (ft/s),2.518666667
Rate Of Penetration (ft/s),3.729333333
Rate Of Penetration (ft/s),3.778833333
Rate Of Penetration (ft/s),3.314833333
Rate Of Penetration (ft/s),2.498166667
Rate Of Penetration (ft/s),3.250833333
Rate Of Penetration (ft/s),2.517666667
Rate Of Penetration (ft/s),3.639666667
Rate Of Penetration (ft/s),2.514833333
Rate Of Penetration (ft/s),3.988166667
Rate Of Penetration (ft/s),3.780666667
Rate Of Penetration (ft/s),2.515833333
Rate Of Penetration (ft/s),2.516666667
Rate Of Penetration (ft/s),3.611333333
Rate Of Penetration (ft/s),3.772
Rate Of Penetration (ft/s),3.724
Rate Of Penetration (ft/s),4.107833333
Rate Of Penetration (ft/s),3.722666667
Rate Of Penetration (ft/s),4.122
Rate Of Penetration (ft/s),4.036833333
Rate Of Penetration (ft/s),3.3165
Rate Of Penetration (ft/s),3.468333333
Rate Of Penetration (ft/s),4.132
Rate Of Penetration (ft/s),4.1575
Rate Of Penetration (ft/s),4.161666667
Rate Of Penetration (ft/s),3.7545
Rate Of Penetration (ft/s),3.716166667
Rate Of Penetration (ft/s),3.303666667
Rate Of Penetration (ft/s),3.636166667
Rate Of Penetration (ft/s),2.5805
Rate Of Penetration (ft/s),3.6305
Rate Of Penetration (ft/s),3.908666667
Rate Of Penetration (ft/s),3.016
Rate Of Penetration (ft/s),3.905666667
Rate Of Penetration (ft/s),2.643
Rate Of Penetration (ft/s),3.054333333
Rate Of Penetration (ft/s),3.207
Rate Of Penetration (ft/s),2.495166667
Rate Of Penetration (ft/s),3.871666667
Rate Of Penetration (ft/s),3.5005
Rate Of Penetration (ft/s),3.4435
Rate Of Penetration (ft/s),3.314166667
Rate Of Penetration (ft/s),3.325333333
Rate Of Penetration (ft/s),3.273
Rate Of Penetration (ft/s),3.324166667
Rate Of Penetration (ft/s),4.062333333
Rate Of Penetration (ft/s),4.021
Rate Of Penetration (ft/s),3.298333333
Rate Of Penetration (ft/s),3.912166667
Rate Of Penetration (ft/s),3.322666667
Rate Of Penetration (ft/s),3.403333333
Rate Of Penetration (ft/s),3.712166667
Rate Of Penetration (ft/s),4.144
Rate Of Penetration (ft/s),3.235166667
Rate Of Penetration (ft/s),3.006333333
Rate Of Penetration (ft/s),3.505833333
Rate Of Penetration (ft/s),4.059666667
Rate Of Penetration (ft/s),3.715166667
Rate Of Penetration (ft/s),3.4075
Rate Of Penetration (ft/s),3.505833333
Rate Of Penetration (ft/s),3.5355
Rate Of Penetration (ft/s),2.700166667
Rate Of Penetration (ft/s),4.155
Rate Of Penetration (ft/s),2.696
Rate Of Penetration (ft/s),3.044
Rate Of Penetration (ft/s),3.325166667
Rate Of Penetration (ft/s),3.044
Rate Of Penetration (ft/s),4.145333333
Rate Of Penetration (ft/s),3.477333333
Rate Of Penetration (ft/s),3.2755
Rate Of Penetration (ft/s),3.614
Rate Of Penetration (ft/s),4.160333333
Rate Of Penetration (ft/s),3.172833333
Rate Of Penetration (ft/s),4.1645
Rate Of Penetration (ft/s),3.743666667
Rate Of Penetration (ft/s),2.685666667
Rate Of Penetration (ft/s),3.5785
Rate Of Penetration (ft/s),3.407666667
Rate Of Penetration (ft/s),3.743333333
Rate Of Penetration (ft/s),3.403333333
Rate Of Penetration (ft/s),3.743333333
Rate Of Penetration (ft/s),3.245333333
Rate Of Penetration (ft/s),3.089
Rate Of Penetration (ft/s),3.5415
Rate Of Penetration (ft/s),4.0655
Rate Of Penetration (ft/s),3.6965
Rate Of Penetration (ft/s),0.739833333
Rate Of Penetration (ft/s),3.949166667
Rate Of Penetration (ft/s),4.045333333
Rate Of Penetration (ft/s),3.615
Rate Of Penetration (ft/s),2.499166667
Rate Of Penetration (ft/s),3.957
Rate Of Penetration (ft/s),3.937666667
Rate Of Penetration (ft/s),3.918
Rate Of Penetration (ft/s),3.539833333
Rate Of Penetration (ft/s),3.813666667
Rate Of Penetration (ft/s),2.473666667
Rate Of Penetration (ft/s),3.8315
Rate Of Penetration (ft/s),3.027333333
Rate Of Penetration (ft/s),3.927833333
Rate Of Penetration (ft/s),3.717666667
Rate Of Penetration (ft/s),3.413166667
Rate Of Penetration (ft/s),3.719
Rate Of Penetration (ft/s),3.431833333
Rate Of Penetration (ft/s),3.988
Rate Of Penetration (ft/s),2.503666667
Rate Of Penetration (ft/s),4.089666667
Rate Of Penetration (ft/s),3.836
Rate Of Penetration (ft/s),2.745833333
Rate Of Penetration (ft/s),3.8815
Rate Of Penetration (ft/s),3.6895
Rate Of Penetration (ft/s),2.505
Rate Of Penetration (ft/s),2.505333333
Rate Of Penetration (ft/s),4.0225
Rate Of Penetration (ft/s),4.112166667
Rate Of Penetration (ft/s),3.939
Rate Of Penetration (ft/s),2.506166667
Rate Of Penetration (ft/s),4.113666667
Rate Of Penetration (ft/s),3.892833333
Rate Of Penetration (ft/s),2.4925
Rate Of Penetration (ft/s),3.88
Rate Of Penetration (ft/s),4.046666667
Rate Of Penetration (ft/s),3.4615
Rate Of Penetration (ft/s),4.096166667
Rate Of Penetration (ft/s),1.195
Rate Of Penetration (ft/s),3.870166667
Rate Of Penetration (ft/s),2.964
Rate Of Penetration (ft/s),3.706166667
Rate Of Penetration (ft/s),4.007
Rate Of Penetration (ft/s),4.093166667
Rate Of Penetration (ft/s),3.454333333
Rate Of Penetration (ft/s),2.495166667
Rate Of Penetration (ft/s),3.964166667
Rate Of Penetration (ft/s),2.492333333
Rate Of Penetration (ft/s),3.485666667
Rate Of Penetration (ft/s),3.8545
Rate Of Penetration (ft/s),2.479333333
Rate Of Penetration (ft/s),2.925
Rate Of Penetration (ft/s),2.495166667
Rate Of Penetration (ft/s),4.110333333
Rate Of Penetration (ft/s),2.934666667
Rate Of Penetration (ft/s),3.243833333
Rate Of Penetration (ft/s),3.846833333
Rate Of Penetration (ft/s),3.9925
Rate Of Penetration (ft/s),3.240833333
Rate Of Penetration (ft/s),3.855666667
Rate Of Penetration (ft/s),3.2735
Rate Of Penetration (ft/s),3.8715
Rate Of Penetration (ft/s),3.7865
Rate Of Penetration (ft/s),3.969666667
Rate Of Penetration (ft/s),3.801166667
Rate Of Penetration (ft/s),3.445666667
Rate Of Penetration (ft/s),4.030666667
Rate Of Penetration (ft/s),3.879666667
Rate Of Penetration (ft/s),3.1585
Rate Of Penetration (ft/s),3.419166667
Rate Of Penetration (ft/s),3.421333333
Rate Of Penetration (ft/s),3.585666667
Rate Of Penetration (ft/s),3.516166667
Rate Of Penetration (ft/s),3.681166667
Rate Of Penetration (ft/s),3.7165
Rate Of Penetration (ft/s),4.001166667
Rate Of Penetration (ft/s),3.6
Rate Of Penetration (ft/s),3.604666667
Rate Of Penetration (ft/s),3.681
Rate Of Penetration (ft/s),3.3735
Rate Of Penetration (ft/s),3.7465
Rate Of Penetration (ft/s),3.5745
Rate Of Penetration (ft/s),3.730333333
Rate Of Penetration (ft/s),3.520166667
Rate Of Penetration (ft/s),3.165666667
Rate Of Penetration (ft/s),3.360166667
Rate Of Penetration (ft/s),3.528666667
Rate Of Penetration (ft/s),3.710333333
Rate Of Penetration (ft/s),3.713666667
Rate Of Penetration (ft/s),3.833666667
Rate Of Penetration (ft/s),3.418166667
Rate Of Penetration (ft/s),3.702333333
Rate Of Penetration (ft/s),3.368833333
Rate Of Penetration (ft/s),4.066
Rate Of Penetration (ft/s),3.692333333
Rate Of Penetration (ft/s),3.609833333
Rate Of Penetration (ft/s),3.404166667
Rate Of Penetration (ft/s),3.797
Rate Of Penetration (ft/s),3.607
Rate Of Penetration (ft/s),3.4205
Rate Of Penetration (ft/s),3.510166667
Rate Of Penetration (ft/s),4.138666667
Rate Of Penetration (ft/s),3.638333333
Rate Of Penetration (ft/s),3.415
Rate Of Penetration (ft/s),4.126
Rate Of Penetration (ft/s),3.417666667
Rate Of Penetration (ft/s),3.391
Rate Of Penetration (ft/s),4.250333333
Rate Of Penetration (ft/s),3.379
Rate Of Penetration (ft/s),3.486833333
Rate Of Penetration (ft/s),3.486833333
Rate Of Penetration (ft/s),4.249333333
Rate Of Penetration (ft/s),3.585833333
Rate Of Penetration (ft/s),3.439833333
Rate Of Penetration (ft/s),3.830166667
Rate Of Penetration (ft/s),4.247833333
Rate Of Penetration (ft/s),3.746
Rate Of Penetration (ft/s),3.697833333
Rate Of Penetration (ft/s),4.253166667
Rate Of Penetration (ft/s),3.773166667
Rate Of Penetration (ft/s),3.586666667
Rate Of Penetration (ft/s),3.46
Rate Of Penetration (ft/s),4.2475
Rate Of Penetration (ft/s),3.8715
Rate Of Penetration (ft/s),3.458833333
Rate Of Penetration (ft/s),3.8825
Rate Of Penetration (ft/s),3.368
Rate Of Penetration (ft/s),3.513
Rate Of Penetration (ft/s),3.229166667
Rate Of Penetration (ft/s),3.676333333
Rate Of Penetration (ft/s),3.346166667
Rate Of Penetration (ft/s),3.725
Rate Of Penetration (ft/s),3.230833333
Rate Of Penetration (ft/s),4.065
Rate Of Penetration (ft/s),3.427833333
Rate Of Penetration (ft/s),3.732
Rate Of Penetration (ft/s),3.587333333
Rate Of Penetration (ft/s),4.1335
Rate Of Penetration (ft/s),3.447333333
Rate Of Penetration (ft/s),3.5955
Rate Of Penetration (ft/s),4.018166667
Rate Of Penetration (ft/s),3.489333333
Rate Of Penetration (ft/s),3.623833333
Rate Of Penetration (ft/s),3.642333333
Rate Of Penetration (ft/s),3.888666667
Rate Of Penetration (ft/s),3.715
Rate Of Penetration (ft/s),3.670666667
Rate Of Penetration (ft/s),3.9555
Rate Of Penetration (ft/s),3.726333333
Rate Of Penetration (ft/s),3.781666667
Rate Of Penetration (ft/s),1.070166667
Rate Of Penetration (ft/s),3.155666667
Rate Of Penetration (ft/s),3.3855
Rate Of Penetration (ft/s),3.175666667
Rate Of Penetration (ft/s),4.049666667
Rate Of Penetration (ft/s),4.063833333
Rate Of Penetration (ft/s),3.5555
Rate Of Penetration (ft/s),3.601166667
Rate Of Penetration (ft/s),3.167
Rate Of Penetration (ft/s),3.643666667
Rate Of Penetration (ft/s),3.256833333
Rate Of Penetration (ft/s),4.158
Rate Of Penetration (ft/s),3.525666667
Rate Of Penetration (ft/s),3.587
Rate Of Penetration (ft/s),3.3325
Rate Of Penetration (ft/s),3.493
Rate Of Penetration (ft/s),3.710833333
Rate Of Penetration (ft/s),3.328
Rate Of Penetration (ft/s),3.300833333
Rate Of Penetration (ft/s),3.976833333
Rate Of Penetration (ft/s),3.6325
Rate Of Penetration (ft/s),4.148333333
Rate Of Penetration (ft/s),3.141333333
Rate Of Penetration (ft/s),3.471333333
Rate Of Penetration (ft/s),4.155166667
Rate Of Penetration (ft/s),2.887833333
Rate Of Penetration (ft/s),3.4845
Rate Of Penetration (ft/s),3.932833333
Rate Of Penetration (ft/s),3.382
Rate Of Penetration (ft/s),3.208166667
Rate Of Penetration (ft/s),4.139833333
Rate Of Penetration (ft/s),3.252166667
Rate Of Penetration (ft/s),3.961333333
Rate Of Penetration (ft/s),3.3025
Rate Of Penetration (ft/s),3.988
Rate Of Penetration (ft/s),3.3065
Rate Of Penetration (ft/s),3.802166667
Rate Of Penetration (ft/s),4.201333333
Rate Of Penetration (ft/s),3.01
Rate Of Penetration (ft/s),2.987833333
Rate Of Penetration (ft/s),3.5485
Rate Of Penetration (ft/s),3.423333333
Rate Of Penetration (ft/s),3.0285
Rate Of Penetration (ft/s),3.0825
Rate Of Penetration (ft/s),4.194833333
Rate Of Penetration (ft/s),3.399333333
Rate Of Penetration (ft/s),2.929333333
Rate Of Penetration (ft/s),3.5955
Rate Of Penetration (ft/s),4.102166667
Rate Of Penetration (ft/s),3.440666667
Rate Of Penetration (ft/s),3.436333333
Rate Of Penetration (ft/s),3.110166667
Rate Of Penetration (ft/s),2.626166667
Rate Of Penetration (ft/s),3.589666667
Rate Of Penetration (ft/s),3.266666667
Rate Of Penetration (ft/s),3.755
Rate Of Penetration (ft/s),3.4105
Rate Of Penetration (ft/s),3.277166667
Rate Of Penetration (ft/s),3.421833333
Rate Of Penetration (ft/s),3.263833333
Rate Of Penetration (ft/s),3.949833333
Rate Of Penetration (ft/s),3.315333333
Rate Of Penetration (ft/s),4.115
Rate Of Penetration (ft/s),3.5655
Rate Of Penetration (ft/s),0.809333333
Rate Of Penetration (ft/s),0.812666667
Rate Of Penetration (ft/s),4.163833333
Rate Of Penetration (ft/s),4.110666667
Rate Of Penetration (ft/s),0.813833333
Rate Of Penetration (ft/s),4.150833333
Rate Of Penetration (ft/s),3.692166667
Rate Of Penetration (ft/s),4.157166667
Rate Of Penetration (ft/s),0.9245
Rate Of Penetration (ft/s),3.001666667
Rate Of Penetration (ft/s),3.243666667
Rate Of Penetration (ft/s),3.9735
Rate Of Penetration (ft/s),3.236666667
Rate Of Penetration (ft/s),3.715
Rate Of Penetration (ft/s),0.807333333
Rate Of Penetration (ft/s),4.1655
Rate Of Penetration (ft/s),3.568333333
Rate Of Penetration (ft/s),4.109166667
Rate Of Penetration (ft/s),0.643
Rate Of Penetration (ft/s),4.144666667
Rate Of Penetration (ft/s),3.451666667
Rate Of Penetration (ft/s),3.472666667
Rate Of Penetration (ft/s),0.644166667
Rate Of Penetration (ft/s),3.676833333
Rate Of Penetration (ft/s),3.478666667
Rate Of Penetration (ft/s),1.082666667
Rate Of Penetration (ft/s),4.090666667
Rate Of Penetration (ft/s),3.467333333
Rate Of Penetration (ft/s),4.083333333
Rate Of Penetration (ft/s),1.089333333
Rate Of Penetration (ft/s),3.676666667
Rate Of Penetration (ft/s),4.0365
Rate Of Penetration (ft/s),4.062333333
Rate Of Penetration (ft/s),1.239
Rate Of Penetration (ft/s),3.791666667
Rate Of Penetration (ft/s),3.687833333
Rate Of Penetration (ft/s),4.209
Rate Of Penetration (ft/s),3.400666667
Rate Of Penetration (ft/s),2.9075
Rate Of Penetration (ft/s),2.902333333
Rate Of Penetration (ft/s),4.197666667
Rate Of Penetration (ft/s),2.890833333
Rate Of Penetration (ft/s),3.144
Rate Of Penetration (ft/s),4.216166667
Rate Of Penetration (ft/s),3.788
Rate Of Penetration (ft/s),3.3505
Rate Of Penetration (ft/s),3.604666667
Rate Of Penetration (ft/s),4.216166667
Rate Of Penetration (ft/s),3.307333333
Rate Of Penetration (ft/s),3.2405
Rate Of Penetration (ft/s),3.473
Rate Of Penetration (ft/s),4.2175
Rate Of Penetration (ft/s),2.545666667
Rate Of Penetration (ft/s),4.050166667
Rate Of Penetration (ft/s),1.246333333
Rate Of Penetration (ft/s),4.0285
Rate Of Penetration (ft/s),3.8075
Rate Of Penetration (ft/s),1.242333333
Rate Of Penetration (ft/s),4.1185
Rate Of Penetration (ft/s),3.3205
Rate Of Penetration (ft/s),4.122833333
Rate Of Penetration (ft/s),1.290833333
Rate Of Penetration (ft/s),0.47
Rate Of Penetration (ft/s),3.519833333
Rate Of Penetration (ft/s),3.809
Rate Of Penetration (ft/s),3.804
Rate Of Penetration (ft/s),3.884166667
Rate Of Penetration (ft/s),3.603666667
Rate Of Penetration (ft/s),3.611166667
Rate Of Penetration (ft/s),2.721333333
Rate Of Penetration (ft/s),3.437166667
Rate Of Penetration (ft/s),4.3455
Rate Of Penetration (ft/s),4.352333333
Rate Of Penetration (ft/s),2.042666667
Rate Of Penetration (ft/s),3.4355
Rate Of Penetration (ft/s),3.945666667
Rate Of Penetration (ft/s),2.066833333
Rate Of Penetration (ft/s),4.267666667
Rate Of Penetration (ft/s),3.848666667
Rate Of Penetration (ft/s),4.1665
Rate Of Penetration (ft/s),0.642833333
Rate Of Penetration (ft/s),3.472666667
Rate Of Penetration (ft/s),3.629333333
Rate Of Penetration (ft/s),0.730833333
Rate Of Penetration (ft/s),4.299
Rate Of Penetration (ft/s),4.024333333
Rate Of Penetration (ft/s),3.464333333
Rate Of Penetration (ft/s),0.834333333
Rate Of Penetration (ft/s),3.172
Rate Of Penetration (ft/s),3.168
Rate Of Penetration (ft/s),3.389333333
Rate Of Penetration (ft/s),0.644166667
Rate Of Penetration (ft/s),3.780166667
Rate Of Penetration (ft/s),3.647
Rate Of Penetration (ft/s),0.643333333
Rate Of Penetration (ft/s),3.372833333
Rate Of Penetration (ft/s),3.701333333
Rate Of Penetration (ft/s),0.6465
Rate Of Penetration (ft/s),4.106666667
Rate Of Penetration (ft/s),3.848833333
Rate Of Penetration (ft/s),4.0055
Rate Of Penetration (ft/s),0.645333333
Rate Of Penetration (ft/s),3.678166667
Rate Of Penetration (ft/s),3.4075
Rate Of Penetration (ft/s),4.041333333
Rate Of Penetration (ft/s),4.345666667
Rate Of Penetration (ft/s),4.146833333
Rate Of Penetration (ft/s),3.639666667
Rate Of Penetration (ft/s),4.129333333
Rate Of Penetration (ft/s),0.6435
Rate Of Penetration (ft/s),3.448666667
Rate Of Penetration (ft/s),4.168
Rate Of Penetration (ft/s),0.642333333
Rate Of Penetration (ft/s),4.170833333
Rate Of Penetration (ft/s),3.450166667
Rate Of Penetration (ft/s),0.641333333
Rate Of Penetration (ft/s),3.461333333
Rate Of Penetration (ft/s),4.080833333
Rate Of Penetration (ft/s),4.024333333
Rate Of Penetration (ft/s),0.641333333
Rate Of Penetration (ft/s),4.013166667
Rate Of Penetration (ft/s),3.725
Rate Of Penetration (ft/s),3.663833333
Rate Of Penetration (ft/s),0.643333333
Rate Of Penetration (ft/s),3.6385
Rate Of Penetration (ft/s),3.501
Rate Of Penetration (ft/s),0.642666667
Rate Of Penetration (ft/s),3.918666667
Rate Of Penetration (ft/s),4.348833333
Rate Of Penetration (ft/s),0.6425
Rate Of Penetration (ft/s),4.340333333
Rate Of Penetration (ft/s),0.645
Rate Of Penetration (ft/s),3.777833333
Rate Of Penetration (ft/s),0.642166667
Rate Of Penetration (ft/s),4.1595
Rate Of Penetration (ft/s),4.165333333
Rate Of Penetration (ft/s),3.513666667
Rate Of Penetration (ft/s),0.643333333
Rate Of Penetration (ft/s),3.505333333
Rate Of Penetration (ft/s),3.652666667
Rate Of Penetration (ft/s),3.454
Rate Of Penetration (ft/s),3.692
Rate Of Penetration (ft/s),3.254
Rate Of Penetration (ft/s),4.361166667
Rate Of Penetration (ft/s),3.900166667
Rate Of Penetration (ft/s),3.683833333
Rate Of Penetration (ft/s),4.403666667
Rate Of Penetration (ft/s),4.025333333
Rate Of Penetration (ft/s),4.391166667
Rate Of Penetration (ft/s),3.605666667
Rate Of Penetration (ft/s),4.3525
Rate Of Penetration (ft/s),3.780666667
Rate Of Penetration (ft/s),4.058166667
Rate Of Penetration (ft/s),3.389166667
Rate Of Penetration (ft/s),4.361166667
Rate Of Penetration (ft/s),3.393333333
Rate Of Penetration (ft/s),3.6095
Rate Of Penetration (ft/s),3.443333333
